,元大巴西指數基金,元大美國政府20年期（以上）債券單日正向2倍,元大商品指數期貨基金,元大MSCI中國A股國際通ETF基金,元大美國政府20年期（以上）債券基金,元大標普500單日反向1倍基金,元大華夏中小基金,元大新中國基金-人民幣,元大道瓊白銀ER指數股票型基金,元大新中國基金-新台幣,元大標普高盛原油ER單日反向1倍指數股票型期,元大標普金日傘型期貨信託基金之元大標普高盛黃,元大滬深300單日正向2倍基金,元大10年期以上美元投資級公共事業電能債券E,元大中國平衡基金-新台幣,元大新中國基金-美元,元大標智滬深300基金,元大20年期以上AAA至A級美元公司債券ET,元大大中華豐益平衡基金-人民幣,元大上證50基金,元大台灣50單日反向1倍基金,元大亞太成長基金,元大大中華豐益平衡基金-新台幣,元大全球公用能源效率基金-配息型,元大標普美元ER單日正向2倍指數股票型期貨信,元大10年期以上美元投資級醫療保健債券ETF,元大大中華價值指數基金-人民幣,元大美國政府7至10年期債券基金,元大全球公用能源效率基金-不配息型,元大中國平衡基金-人民幣,元大全球新興市場精選組合基金,元大亞太優質高股息100指數基金-新台幣（I,元大美元貨幣市場基金-新台幣,元大亞太優質高股息100指數基金-新台幣（A,元大大中華價值指數基金-新台幣,元大台商收成基金,元大大中華TMT基金-人民幣,元大新興亞洲基金,元大10年期以上美元投資級銀行債券-ETF-,元大大中華TMT基金-新台幣,元大亞太優質高股息100指數基金-新台幣（B,元大標普美元ER指數股票型期貨信託基金,元大大中華價值指數基金-美元,元大澳幣貨幣市場基金-新台幣,元大20年期以上BBB級美元公司債券ETF基,元大高科技基金,元大新興亞洲美元債券基金-美元（B）配息,元大新興亞洲美元債券基金-美元（A）不配息,元大標普金日傘型期貨信託基金之元大標普日圓E,元大亞太優質高股息100指數基金-美元（B）,元大台灣高股息基金,元大亞洲優選高收益債券基金B類型-（人民幣避,元大新興亞洲美元債券基金-新台幣避險（A）不,元大中國機會債券基金-人民幣（A）不配息,元大中國機會債券基金-人民幣（B）配息,元大亞洲優選高收益債券基金B類型-（美元）,元大亞洲優選高收益債券基金A類型-（美元）,元大卓越基金,元大巴菲特基金,元大亞太優質高股息100指數基金-澳幣（B）,元大新興印尼機會債券基金-人民幣,元大美國政府1至3年期債券ETF基金,元大人民幣貨幣市場基金-人民幣,元大美元貨幣市場基金-美元,元大萬泰貨幣市場基金,元大得利貨幣市場基金,元大得寶貨幣市場基金,元大標普金日傘型期貨信託基金之元大標普日圓E,元大新興亞洲美元債券基金-新台幣（A）不配息,元大澳幣貨幣市場基金-澳幣,元大印度指數基金,元大中國機會債券基金-新台幣,元大亞太政府公債指數基金（A）-不配息型,元大亞太政府公債指數基金（B）-配息型,元大台灣中型100基金,元大新興雙印四年到期債券基金-新台幣（B）配,元大新興雙印四年到期債券基金-新台幣（A）不,元大亞洲優選高收益債券基金A類型-（新台幣）,元大亞洲優選高收益債券基金B類型-（新台幣）,元大新興印尼機會債券基金-新台幣配息,元大新興印尼機會債券基金-新台幣不配息,元大印度基金,元大人民幣貨幣市場基金-新台幣,元大標普美國高息特別股-ETF,元大台灣金融基金,元大新東協平衡基金-新台幣,元大台灣高股息低波動ETF基金,元大中國國債及政策性金融債3至5年期債券ET,元大經貿基金,元大新興雙印四年到期債券基金-美元（B）配息,元大新興雙印四年到期債券基金-美元（A）不配,元大台灣電子科技基金,元大多福基金,元大新興印尼機會債券基金-美金,元大台灣加權股價指數基金,元大台灣卓越50基金,元大新東協平衡基金-美元,元大標普美元ER單日反向1倍指數股票型期貨信,元大摩臺基金,元大標普高盛黃金ER單日反向1倍指數股票型期,元大滬深300單日反向1倍基金,元大全球人工智慧-ETF基金,元大全球ETF穩健組合基金,元大富櫃50基金,元大2001基金,元大歐洲50基金,元大標普高盛原油ER指數股票型期貨信託基金,元大實質多重資產基金人民幣,元大店頭基金,元大全球股票入息基金-美元配息,元大黃金期貨基金,元大全球股票入息基金-新台幣不配息,元大實質多重資產基金美元,元大全球ETF成長組合基金,元大全球不動產證券化基金-人民幣,元大多多基金,元大實質多重資產基金新臺幣,元大全球股票入息基金-新台幣配息,元大新主流基金,元大全球不動產證券化基金-美元,元大全球地產建設入息基金-配息型,元大全球不動產證券化基金（A）-不配息型,元大全球地產建設入息基金-不配息型,元大標普500基金,元大美國政府20年期（以上）債券單日反向1倍,元大全球不動產證券化基金（B）-配息型,元大標普高盛原油ER單日正向2倍指數股票型期,元大全球農業商機基金,元大台灣50單日正向2倍基金,元大日經225基金,元大印尼指數基金,元大標普500單日正向2倍基金
2016/10/17,5.8040,,5.2650,,,18.4900,6.8800,9.5800,,9.3900,20.0400,,11.6000,,13.6100,9.1540,16.0400,,,25.7700,16.4400,9.0400,,6.0700,,,11.2700,,7.8200,2.9000,12.1500,,9.6688,,14.9610,22.4600,10.4100,9.7600,,9.7500,,,10.7580,,,12.5200,,,,,24.7000,,,10.5833,10.1097,,,41.9300,24.3100,,12.0269,,10.7201,10.0225,15.0025,16.1410,11.9015,,,,8.8050,10.2442,9.2708,8.1134,26.7100,,,,,11.0656,11.5162,10.9100,10.4130,,13.8600,9.9300,,,29.4100,,,31.3100,52.1500,11.4014,20.3580,71.5900,9.8920,,33.3100,20.2100,18.6400,,14.2100,11.5300,54.2700,20.7600,18.7900,,7.3300,8.7600,7.6300,9.3300,,9.8600,10.1600,16.9000,,8.9700,20.4100,9.7020,6.0000,10.8500,7.4500,20.1500,,7.8700,20.0200,16.1000,24.7200,21.4800,9.5500,20.9900
2016/10/18,5.9060,,5.2340,,,18.3600,6.9400,9.6700,,9.4600,19.9100,,11.9700,,13.6600,9.2460,16.0200,,,25.9400,16.3400,9.0800,,6.1400,,,11.4200,,7.9100,2.9200,12.2300,,9.6381,,15.1240,22.6200,10.5000,9.8400,,9.8100,,,10.9100,,,12.5300,,,,,24.8200,,,10.5859,10.1121,,,42.2600,24.5500,,12.0284,,10.7209,10.0226,15.0026,16.1411,11.9016,,,,8.9560,10.2201,9.2842,8.1251,26.8800,,,,,11.0383,11.4879,11.0700,10.3867,,13.9800,9.9400,,,29.4500,,,31.4000,52.1500,11.4096,20.4510,71.9900,9.9350,,33.5000,20.0800,18.2800,,14.2000,11.6100,54.2400,21.0200,18.8700,,7.3700,8.8380,7.6700,9.3900,,9.8800,10.2100,16.9800,,9.0200,20.4300,9.7620,6.0200,10.8900,7.4700,20.1200,,7.8900,20.1600,16.2100,25.0200,21.5700,9.5980,21.0500
2016/10/19,5.8880,,5.2650,,,18.3100,6.8700,9.6400,,9.3900,19.4400,,11.8600,,13.5900,9.2280,16.0200,,,25.9300,16.2500,9.0300,,6.1300,,,11.4000,,7.8900,2.9200,12.2100,,9.5923,,15.0340,22.7700,10.4700,9.8100,,9.7400,,,10.8970,,,12.5800,,,,,24.9000,,,10.5873,10.1134,,,42.3100,24.6500,,12.0316,,10.7217,10.0228,15.0027,16.1412,11.9017,,,,8.9170,10.1814,9.2714,8.1139,26.9200,,,,,10.9951,11.4429,11.0300,10.3441,,14.0100,9.9300,,,29.7200,,,31.5800,52.2300,11.4194,20.5860,72.6100,9.9640,,33.7600,19.9700,18.4100,,14.1800,11.6600,54.5000,21.1100,19.1500,,7.3900,8.8450,7.7100,9.3500,,9.8600,10.2900,17.0900,,8.9800,20.5000,9.8430,6.0200,10.9200,7.4800,20.1800,,7.9200,21.1200,16.2300,25.3500,21.6600,9.5250,21.1800
2016/10/20,5.9680,,5.2230,,,18.3200,6.8700,9.6700,,9.4200,19.8800,,11.8900,,13.5800,9.2490,15.9900,,,25.9400,16.2000,9.0200,,6.1200,,,11.4400,,7.8800,2.9100,12.2100,,9.5961,,15.0760,22.8100,10.5100,9.8200,,9.7700,,,10.9230,,,12.6100,,,,,24.9000,,,10.5931,10.1190,,,42.4300,24.7000,,12.0078,,10.7225,10.0230,15.0028,16.1413,11.9018,,,,8.9300,10.1782,9.2359,8.0828,26.9500,,,,,10.9638,11.4104,11.0200,10.3360,,14.0200,9.9100,,,29.8200,,,31.6500,52.7700,11.3826,20.6440,72.8600,9.9500,,33.8500,20.0000,18.3700,,14.1700,11.6900,54.4900,21.2300,18.8400,,7.4200,8.8280,7.7000,9.3400,,9.8600,10.5300,17.1000,,8.9700,20.6900,10.0620,6.1300,11.1700,7.6200,20.1600,,8.1000,20.1500,16.2500,25.5100,21.9400,9.4690,21.1500
2016/10/21,5.9930,,5.2680,,,18.3600,6.8300,9.6200,,9.3700,19.8100,,12.0600,,,9.1680,,,,,16.2200,9.0500,,,,,,,,,12.2300,,,,,22.8500,,,,,,,,,,12.6000,,,,,24.8900,,,,,,,42.4200,24.7000,,12.0390,,,,15.0029,16.1415,11.9018,,,,8.9360,,9.2413,8.0876,26.9500,,,,,10.9886,11.4361,11.0300,,,14.0200,9.9400,,,29.7300,,,31.6300,52.7100,11.3722,20.6160,72.6800,9.9400,,33.7700,20.0100,18.3500,,14.2000,11.6800,54.5700,21.1800,19.0400,,7.4100,8.8250,7.7000,9.3600,,9.8700,10.6400,17.0600,,8.9900,20.7000,10.1240,6.1400,11.2700,7.6300,20.2300,,8.1800,20.3400,16.2100,25.4400,21.8500,9.4850,21.1600
2016/10/24,6.0470,,5.2540,,,18.2700,6.8600,9.6700,,9.4100,19.9300,,12.5100,,13.6300,9.2010,16.2700,,,26.4800,16.1400,9.0500,,6.2000,,,11.6100,,7.9800,2.9300,12.2900,,9.6433,,15.2940,22.8500,10.5400,9.9300,,9.7900,,,11.0280,,,12.6700,,,,,24.8900,,,10.6177,10.1425,,,42.5400,24.7300,,12.1023,,10.7257,10.0237,15.0033,16.1418,11.9021,,,,8.9600,10.1979,9.2760,8.1179,27.0000,,,,,11.0458,11.4957,11.0700,10.3350,,13.9800,9.9800,,,29.7300,,,31.8100,52.9300,11.4124,20.6550,72.9400,9.9650,,33.9000,20.0700,18.0400,,14.2300,11.6400,54.9800,21.3000,19.0600,,7.4400,8.8250,7.6800,9.3800,,9.9100,10.7100,17.0600,,9.0100,20.7400,10.1720,6.1700,11.3500,7.6700,20.3100,,8.2300,20.0700,16.2400,25.6700,21.9200,9.5250,21.3400
2016/10/25,6.0330,,5.2190,,,18.3200,6.8800,9.6900,,9.4200,20.1400,,12.3100,,13.6300,9.2220,16.2100,,,26.3300,16.0300,9.0700,,6.2000,,,11.6100,,7.9900,2.9300,12.2700,,9.6231,,15.2790,23.0500,10.5800,9.9300,,9.8200,,,11.0400,,,12.7300,,,,,25.1300,,,10.6097,10.1349,,,42.6700,24.8100,,12.1244,,10.7265,10.0238,15.0034,16.1419,11.9022,,,,8.9330,10.1806,9.2776,8.1194,27.1000,,,,,11.0556,11.5059,11.0800,10.3261,,14.0500,9.9800,,,29.7900,,,32.0600,53.2700,11.4466,20.7940,73.5400,9.9860,,34.1700,19.9100,18.1600,,14.2000,11.6900,55.2800,21.2500,18.8700,,7.4500,8.8390,7.7400,9.3700,,9.8800,10.7000,17.1200,,9.0000,20.8500,10.1810,6.1800,11.3300,7.6800,20.2000,,8.2200,19.6200,16.2700,26.0400,22.1000,9.4810,21.1900
2016/10/26,5.9800,,5.2040,,,18.3400,6.8300,9.6300,,9.3300,20.4500,,12.0900,,13.5600,9.1570,16.0800,,,26.2100,16.1000,9.1200,,6.1800,,,11.5200,,7.9600,2.9200,12.1700,,9.6057,,15.1160,23.0000,10.5600,9.8200,,9.7600,,,10.9420,,,12.7700,,,,,23.7100,,,10.6095,10.1347,,,42.6400,24.7000,,12.0913,,10.7273,10.0240,15.0035,16.1420,11.9023,,,,8.8190,10.1476,9.2350,8.0820,27.0300,,,,,10.9898,11.4374,10.9800,10.2934,,14.0100,9.9200,,,29.8200,,,31.9400,53.2200,11.3994,20.7330,73.3200,9.9460,,34.0600,20.0200,18.3000,,14.1600,11.7300,55.4000,21.2100,18.5600,,7.4900,8.8060,7.6900,9.3200,,9.8300,10.7900,17.0700,,8.9500,20.8200,10.2510,6.1900,11.3900,7.6800,20.1400,,8.2600,18.9900,16.2100,25.8200,22.1300,9.3920,21.0900
2016/10/27,5.9770,,5.2710,,,18.4600,6.8300,9.6300,,9.3400,20.2400,,12.1100,,13.5400,9.1430,16.1100,,,26.1900,16.1800,9.0600,,6.1600,,,11.4500,,7.9300,2.9200,12.1600,,9.6299,,15.0400,22.8500,10.5400,9.7900,,9.7600,,,10.8600,,,12.7500,,,,,23.6800,,,10.6072,10.1325,,,42.5000,24.6000,,12.0697,,10.7281,10.0242,15.0036,16.1422,11.9024,,,,8.8210,10.1546,9.2088,8.0591,26.9700,,,,,10.9802,11.4274,10.9700,10.3036,,13.9800,9.9200,,,29.7100,,,31.6800,52.9500,11.3610,20.6050,72.6400,9.9220,,33.7600,19.9800,18.3100,,14.1400,11.7000,55.2900,21.2400,18.6800,,7.4600,8.7840,7.7200,9.3200,,9.8200,10.8300,17.0300,,8.9500,20.7300,10.2720,6.2200,11.4400,7.7200,20.1500,,8.3000,19.4300,16.1500,25.5400,22.0500,9.4630,20.9400
2016/10/28,5.9160,,5.2230,,,18.4400,6.8200,9.5800,,9.3000,20.6500,,12.1900,,13.5300,9.1060,16.1500,,,26.2100,16.1900,9.0700,,6.1200,,,11.3500,,7.8800,2.9100,12.1200,,9.6307,,14.9310,22.8700,10.5000,9.7500,,9.7300,,,10.7810,,,12.6400,,,,,23.7200,,,10.6027,10.1282,,,42.3400,24.4800,,11.9641,,10.7289,10.0244,15.0037,16.1423,11.9025,,,,8.8600,10.1669,9.1939,8.0461,26.9500,,,,,10.9019,11.3460,11.0500,10.3213,,14.0100,9.8700,,,29.4500,,,31.6600,52.7200,11.2794,20.6080,72.8200,9.8690,,33.8300,19.8600,18.2500,,14.1500,11.5600,54.7000,21.2000,18.4000,,7.3700,8.7690,7.7600,9.3000,,9.8100,10.7900,16.9700,,8.9400,20.5900,10.2510,6.2100,11.4200,7.7100,20.0700,,8.2800,18.6300,16.2100,25.4900,22.1800,9.4470,20.9300
2016/10/31,5.9880,,5.1200,,,18.4600,6.8000,9.5700,,9.2900,21.4200,,12.0700,,13.4800,9.1080,15.9600,,,26.1400,16.1800,9.0500,,6.0800,,,11.3800,,7.8400,2.9000,12.0900,,9.6131,,14.9500,22.8700,10.4800,9.7300,,9.7100,,,10.8150,,,12.6000,,,,,23.7600,,,10.6012,10.1267,,,42.2100,24.3700,,11.9975,,10.7313,10.0248,15.0040,16.1427,11.9027,,,,,10.1570,9.1956,8.0476,26.9400,,,,,10.9232,11.3681,,10.3149,,13.9900,9.8700,,,29.3600,,,31.5900,52.6200,11.3225,20.5710,72.6400,9.8870,,33.7600,19.9100,18.2900,,14.1200,11.4900,54.4800,21.0500,17.8100,,7.3400,8.7510,7.7400,9.2700,,9.7800,10.7600,16.8900,,8.9000,20.5600,10.2320,6.1800,11.3800,7.6800,20.0200,,8.2500,17.2100,16.2000,25.5100,22.1600,9.4750,20.8100
2016/11/01,5.7590,,5.1120,,,18.5900,6.8400,9.6100,,9.3300,21.5000,,12.1900,,13.5500,9.1510,16.0000,,,26.2400,16.1900,9.0900,,6.0900,,,11.4700,,7.8500,2.9200,12.0700,,9.6096,,15.0800,22.7600,10.5600,9.7700,,9.7900,,,10.9130,,,12.5500,,,,,23.6000,,,10.6007,10.1262,,,42.0500,24.2800,,11.9625,,10.7321,10.0249,15.0041,16.1428,11.9028,,,,8.8480,10.1592,9.1911,8.0437,26.8100,,,,,10.8943,11.3380,11.0600,10.3183,,13.9700,9.8400,,,29.2300,,,31.5700,52.5500,11.2968,20.5340,72.5600,9.8600,,33.7100,19.6800,18.1900,,14.0900,11.5100,54.4800,20.8400,17.7600,,7.3300,8.7040,7.8300,9.2100,,9.7600,10.8400,16.8500,,8.8500,20.5000,10.3140,6.2200,11.4700,7.7300,19.8600,,8.3200,17.0700,16.1700,25.4700,22.2200,9.3990,20.4800
2016/11/02,,,5.0600,,,18.6900,6.8000,9.5500,,9.2800,22.1000,,11.9800,,13.5000,9.1050,15.8500,,,26.0400,16.4000,8.9400,,6.0100,,,11.3000,,7.7400,2.9000,11.9300,,9.6086,,14.8600,22.3700,10.4400,9.6400,,9.6800,,,10.7560,,,12.1800,,,,,23.1700,,,10.6013,10.1268,,,40.9500,23.5800,,11.9639,,10.7329,10.0251,15.0042,16.1429,11.9029,,,,8.7150,10.1673,9.2118,8.0618,26.3400,,,,,10.9037,11.3478,10.8600,10.3267,,13.8800,9.8100,,,28.2500,,,31.0500,50.8700,11.3080,20.2250,71.5900,9.8320,,33.2500,19.3600,18.3400,,14.0600,11.1700,52.8800,20.5700,17.4300,,7.0800,8.6290,7.9600,9.1300,,9.7100,10.7000,16.3900,,8.7800,19.7600,10.1880,6.1300,11.3300,7.6100,19.7200,,8.2100,16.0900,16.2200,24.8200,21.8400,9.4040,20.2400
2016/11/03,5.5960,,5.0220,,,18.7600,6.7800,9.5600,,9.2600,22.4400,,12.1900,,13.4600,9.1080,15.9700,,,26.3600,16.5200,8.9100,,5.9700,,,11.2600,,7.6900,2.9000,11.8300,,9.5795,,14.7560,22.1400,10.4200,9.5600,,9.6300,,,10.7120,,,12.0900,,,,,22.9600,,,10.6051,10.1304,,,40.4900,23.2500,,11.9273,,10.7337,10.0253,15.0043,16.1430,11.9030,,,,8.6500,10.1363,9.1797,8.0337,26.0100,,,,,10.8333,11.2745,10.7600,10.2923,,13.7900,9.7300,,,28.0400,,,30.7700,50.8100,11.2693,20.0740,71.0500,9.7850,,32.9800,19.4300,18.2100,,14.0200,11.0400,52.4900,20.5200,17.2500,,7.0200,8.5990,7.9200,9.0700,,9.6700,,16.3000,,8.7200,19.7200,,,,,19.6200,,,15.6200,16.1500,24.4800,,9.1910,20.0600
2016/11/04,5.5990,,4.9880,,,18.7800,6.7300,9.5200,,9.2100,22.7300,,12.1600,,13.4100,9.0630,15.9300,,,26.3000,16.5700,8.8300,,5.9600,,,11.2600,,7.6800,2.8900,11.7700,,9.5812,,14.7560,22.1800,10.3600,9.5300,,9.5700,,,10.7110,,,12.1200,,,,,22.9800,,,10.6079,10.1332,,,40.6200,23.3700,,11.9144,,10.7345,10.0255,15.0044,16.1431,11.9031,,,,8.5650,10.1364,9.1669,8.0225,26.0400,,,,,10.8188,11.2594,10.5700,10.2904,,13.8300,9.7300,,,28.2500,,,30.7400,51.1500,11.2524,20.0690,71.0600,9.7820,,32.9700,19.4100,18.2700,,14.0100,11.0200,52.6100,20.3900,17.0800,,7.0200,8.5590,7.9300,9.0300,,9.6400,10.6000,16.3700,,8.6800,19.8500,10.0880,6.0300,11.1800,7.4900,19.5700,,8.1100,15.2000,16.0800,24.3200,21.5600,9.2310,19.9700
2016/11/07,5.8720,,5.0150,,,18.3600,6.7100,9.5000,,9.1800,22.3200,,12.2400,,13.4600,9.0170,15.9600,,,26.3600,16.3200,8.8800,,6.0600,,,11.3100,,7.8000,2.9100,11.9100,,9.5957,,14.8020,22.4200,10.3900,9.6700,,9.5800,,,10.7280,,,12.2900,,,,,23.1700,,,10.6132,10.1382,,,41.2700,23.7100,,11.9542,,10.7370,10.0260,15.0047,16.1434,11.9033,,,,8.6260,10.1248,9.1722,8.0271,26.2500,,,,,10.8370,11.2784,10.6900,10.2758,,13.9000,9.7600,,,28.5900,,,31.2100,51.4000,11.2549,20.3560,72.1200,9.7930,,33.4200,19.7900,18.2400,,14.0600,11.0700,53.4000,20.8100,17.3500,,7.0700,8.6540,7.7700,9.1500,,9.7300,10.7100,16.5800,,8.7900,20.0100,10.1530,6.1000,11.2700,7.5800,20.0400,,8.1700,15.7800,16.1700,25.0400,21.9500,9.2700,20.9500
2016/11/08,5.9350,,5.0120,,,18.3000,6.7500,9.5700,,9.2400,22.2700,,12.3500,,13.5000,9.0810,15.9600,,,26.4100,16.2800,8.8800,,6.0600,,,11.3900,,7.8100,2.9200,11.9800,,9.5922,,14.8900,22.5000,10.4200,9.7300,,9.6000,,,10.7960,,,12.2100,,,,,23.3600,,,10.6167,10.1415,,,41.1200,23.6200,,12.0317,,10.7378,10.0262,15.0048,16.1436,11.9034,,,,8.7370,10.1183,9.2097,8.0600,26.3900,,,,,10.8967,11.3405,10.7700,10.2666,,14.0100,9.8300,,,28.4400,,,31.1900,51.1700,11.3212,20.4220,72.3400,9.8740,,33.5400,19.8700,18.1800,,14.0700,11.0000,52.9300,20.8700,17.4400,,7.0100,8.6790,7.7400,9.1700,,9.7400,10.7700,16.6000,,8.8100,19.9200,10.2060,6.1300,11.3200,7.6200,20.1100,,8.2100,15.8500,16.2300,25.2300,21.9000,9.4990,21.0600
2016/11/09,5.7680,,5.0630,,,18.0800,6.6700,9.5300,,9.1400,22.1100,,12.1700,,13.3600,8.9970,15.7100,,10.0950,26.1900,16.8000,8.5200,9.9710,5.9800,,,11.1800,,7.7100,2.9100,11.7600,,9.5778,,14.5160,21.7600,10.3200,9.4700,,9.4400,,,10.5410,,,11.6700,,,,,22.5800,,,10.6365,10.1445,,,39.6900,22.6900,,11.9028,,10.7386,10.0264,15.0049,16.1437,11.9035,,,,8.5360,10.0683,9.0827,7.9288,25.5100,,,,,10.7022,11.1849,10.4700,10.1973,,13.6400,9.7100,,,27.3600,,,30.1400,49.6100,11.1378,19.7910,70.1500,9.7650,,32.5200,19.8800,18.2900,,13.9900,10.5700,50.7700,21.0600,17.6000,,6.7100,8.6140,7.7400,9.1200,,9.7000,10.4500,16.0000,,8.7300,19.1400,9.8510,5.9000,10.9100,7.3200,20.3100,,7.9100,16.0500,16.0300,23.6300,20.7300,9.2400,21.5400
2016/11/10,5.3420,,5.0740,,,18.0600,6.7400,9.6000,,9.2500,22.4300,,12.4800,,13.5000,9.0660,16.0000,,10.0590,26.5400,16.3300,8.8100,9.9820,6.0500,,,11.3700,,7.8000,2.9300,11.8100,,9.6176,,14.8280,22.2600,10.4200,9.5800,,9.5900,,,10.7240,,,12.1200,,,,,23.2400,,,10.6085,10.1177,,,40.8800,23.4100,,11.6110,,10.7394,10.0266,15.0050,16.1438,11.9036,,,,8.5490,10.0891,8.9788,7.8381,26.2600,,,,,10.4891,10.9623,10.5100,10.2463,,14.0600,9.6400,,,28.5500,,,30.8300,51.6100,10.8712,20.2880,71.6900,9.6510,,33.2400,20.0100,18.1300,,14.0100,10.9900,52.3600,20.9800,17.4700,,7.0100,8.5930,7.7100,9.1300,,9.7600,10.8700,16.5600,,8.7500,20.0000,10.2510,6.2000,11.4000,7.7100,20.4600,,8.2600,15.6600,15.8700,24.9200,22.0700,9.0940,21.7600
2016/11/11,5.2060,,5.0130,,,18.1600,6.7700,9.5300,,9.2500,23.0900,,12.7200,,13.5400,9.0090,16.1900,,9.9990,26.9000,16.7000,8.8000,10.0010,6.0600,,,11.1700,,7.8100,2.9100,11.6000,,,,14.6840,21.4100,10.3000,9.4400,,9.5500,,,10.5480,,,11.8100,,,,,22.6200,,,10.5909,10.1009,,,40.1500,23.0200,,11.5201,,10.7402,,15.0051,16.1439,11.9036,,,,8.3040,10.1508,8.9830,7.8418,25.6500,,,,,10.4881,10.9611,10.1800,10.3269,,14.0800,9.5500,,,27.7800,,,29.9400,50.6400,10.7976,19.8420,70.0100,9.5020,,32.4500,20.7200,18.0500,,14.0400,10.8500,51.2300,20.8500,17.0600,,6.8600,8.5550,7.4600,9.1500,,9.7800,10.9700,16.3300,,8.7700,19.5400,10.3560,6.2700,11.6000,7.7900,20.6000,,8.4000,14.8600,15.7900,23.7200,22.0900,8.7390,21.8000
2016/11/14,5.1980,,5.0000,,,18.2000,6.7400,9.5100,,9.2300,23.2300,,12.7800,,13.5200,8.9480,16.2100,,9.9940,27.0400,16.7200,8.9000,9.9950,6.0700,,,11.1300,,7.8300,2.9100,11.5500,,9.7279,,14.6280,21.2700,10.2700,9.3300,,9.5200,,,10.4600,,,11.8000,,,,,22.5800,,,10.5742,10.0850,,,39.8800,22.9200,,11.4233,,10.7427,10.0273,15.0054,16.1443,11.9039,,,,,10.1346,8.9038,7.7727,25.6200,,,,,10.3997,10.8688,,10.3291,,14.3700,9.4100,,,27.4500,,,29.7800,50.2900,10.6571,19.8000,69.8900,9.3160,,32.3800,20.7700,18.0500,,14.0400,10.7300,50.9100,20.9100,16.8900,,6.8100,8.5010,7.4300,9.1400,,9.8100,11.1600,16.2800,,8.7500,19.3900,10.4900,6.3700,11.8000,7.9200,20.7200,,8.5500,14.7400,15.8700,23.6300,22.4400,8.4390,21.8600
2016/11/15,,,5.0730,,,18.0000,6.7400,9.5700,,9.2400,21.9100,,12.6300,,13.4900,8.9780,16.1000,,10.0310,26.7100,16.7600,8.8000,9.9800,6.0800,,,11.1900,,7.8400,2.9200,11.5100,,9.7035,,14.6400,21.2600,10.3200,9.2900,,9.5100,,,10.4950,,,11.7500,,,,,22.5800,,,10.5896,10.0997,,,39.8400,22.9300,,11.5891,,10.7436,10.0274,15.0055,16.1444,11.9040,,,,8.0830,10.0970,8.8999,7.7692,25.6200,,,,,10.4962,10.9697,9.8200,10.2765,,14.3200,9.4300,,,27.4500,,,29.7200,50.3500,10.7826,19.7800,69.7500,9.3630,,32.3200,20.6900,18.0700,,14.0500,10.7000,50.9800,21.0200,17.5500,,6.8100,8.5840,7.4500,9.2100,,9.8300,11.1100,16.3200,,8.8100,19.4700,10.4120,6.3500,11.6900,7.8900,20.7400,,8.4600,16.3400,15.9700,23.5200,22.4600,8.4790,22.1200
2016/11/16,5.2980,,5.0530,,,18.0500,6.7400,9.6000,,9.2400,22.0500,,12.5600,,13.4800,8.9860,16.0600,,10.0520,26.6500,16.6800,8.8700,9.9700,6.0700,,,11.1900,,7.8300,2.9200,11.5600,,9.6969,,14.5940,21.3400,10.3800,9.3100,,9.5400,,,10.4680,,,11.8300,,,,,22.6900,,,10.5922,10.1022,,,40.0300,23.0500,,11.6182,,10.7444,10.0276,15.0056,16.1445,11.9041,,,,8.0860,10.0685,8.8713,7.7443,25.6800,,,,,10.4903,10.9634,9.8400,10.2458,,14.3500,9.4900,,,27.5500,,,29.8500,50.6200,10.7840,19.8470,69.9800,9.4250,,32.4300,20.7000,18.1300,,14.0400,10.6900,51.2300,20.8300,17.4700,,6.8300,8.5810,7.4500,9.2000,,9.8100,11.0900,16.3400,,8.8000,19.5800,10.3750,6.3400,11.6400,7.8800,20.7200,,8.4300,16.1500,16.0000,23.7200,22.6600,8.6740,21.9900
2016/11/17,5.2180,,5.0800,,,17.9500,6.7100,9.5700,,9.2000,22.1100,,12.5900,,13.4700,8.9420,16.0000,,10.0590,26.7100,16.6800,8.8900,9.9630,6.1000,,,11.2300,,7.8600,2.9300,11.5800,,9.7032,,14.6130,21.3700,10.3200,9.3200,,9.4700,,,10.4760,,,11.8100,,,,,22.5900,,,10.5938,10.1037,,,40.0000,23.0100,,11.6307,,10.7452,10.0278,15.0057,16.1446,11.9042,,,,8.0510,10.0547,8.8380,7.7151,25.6600,,,,,10.4856,10.9586,9.8500,10.2311,,14.3600,9.4900,,,27.5600,,,29.9900,50.5600,10.7724,19.9040,70.3800,9.4270,,32.5900,20.8200,18.1400,,14.0500,10.6800,51.2100,20.9300,17.5400,,6.8200,8.5970,7.4100,9.2200,,9.8000,11.0500,16.3200,,8.8300,19.5400,10.3100,6.3600,11.5700,7.9000,20.7900,,8.3800,16.0600,15.9300,23.7800,22.6600,8.6910,22.2100
