,元大巴西指數基金,元大商品指數期貨基金,元大標普500單日反向1倍基金,元大華夏中小基金,元大新中國基金-人民幣,元大新中國基金-新台幣,元大滬深300單日正向2倍基金,元大中國平衡基金-新台幣,元大新中國基金-美元,元大標智滬深300基金,元大上證50基金,元大台灣50單日反向1倍基金,元大亞太成長基金,元大全球公用能源效率基金-配息型,元大大中華價值指數基金-人民幣,元大全球公用能源效率基金-不配息型,元大中國平衡基金-人民幣,元大全球新興市場精選組合基金,元大美元貨幣市場基金-新台幣,元大大中華價值指數基金-新台幣,元大台商收成基金,元大大中華TMT基金-人民幣,元大新興亞洲基金,元大大中華TMT基金-新台幣,元大大中華價值指數基金-美元,元大高科技基金,元大台灣高股息基金,元大中國機會債券基金-人民幣（A）不配息,元大中國機會債券基金-人民幣（B）配息,元大卓越基金,元大巴菲特基金,元大新興印尼機會債券基金-人民幣,元大人民幣貨幣市場基金-人民幣,元大美元貨幣市場基金-美元,元大萬泰貨幣市場基金,元大得利貨幣市場基金,元大得寶貨幣市場基金,元大印度指數基金,元大中國機會債券基金-新台幣,元大亞太政府公債指數基金（A）-不配息型,元大亞太政府公債指數基金（B）-配息型,元大台灣中型100基金,元大新興印尼機會債券基金-新台幣配息,元大新興印尼機會債券基金-新台幣不配息,元大印度基金,元大人民幣貨幣市場基金-新台幣,元大台灣金融基金,元大經貿基金,元大台灣電子科技基金,元大多福基金,元大新興印尼機會債券基金-美金,元大台灣加權股價指數基金,元大台灣卓越50基金,元大摩臺基金,元大滬深300單日反向1倍基金,元大全球ETF穩健組合基金,元大富櫃50基金,元大2001基金,元大標普高盛原油ER指數股票型期貨信託基金,元大店頭基金,元大全球股票入息基金-美元配息,元大黃金期貨基金,元大全球股票入息基金-新台幣不配息,元大全球ETF成長組合基金,元大全球不動產證券化基金-人民幣,元大多多基金,元大全球股票入息基金-新台幣配息,元大新主流基金,元大全球不動產證券化基金-美元,元大全球地產建設入息基金-配息型,元大全球不動產證券化基金（A）-不配息型,元大全球地產建設入息基金-不配息型,元大標普500基金,元大全球不動產證券化基金（B）-配息型,元大全球農業商機基金,元大台灣50單日正向2倍基金,元大印尼指數基金,元大標普500單日正向2倍基金
2016-08-26,5.271,5.21,18.2,6.94,9.55,9.42,12.13,13.56,9.205,16.27,26.3,16.73,8.87,5.87,11.17,7.54,2.87,12.24,9.6302,14.914,22.34,10.67,9.69,10.04,10.757,12.92,24.85,10.5558,10.1154,43.2,25.15,11.8857,10.6823,10.0165,14.9971,16.1349,11.897,8.84,10.2689,9.4747,8.3326,26.78,10.9974,11.3524,10.49,10.4282,13.92,28.98,30.7,52.36,11.363,20.137,70.31,32.81,18.22,14.32,11.57,55.39,18.4,7.77,9.011,8.09,9.51,10.01,10.0,16.92,9.19,20.26,9.632,6.1,10.74,7.55,20.47,7.82,16.07,23.99,9.513,21.81
2016-08-29,5.427,5.152,18.13,6.97,9.55,9.46,12.02,13.62,9.214,16.27,26.26,16.79,8.91,5.87,11.12,7.54,2.87,12.21,9.6699,14.905,22.28,10.62,9.72,10.04,10.707,12.92,24.77,10.554,10.1137,43.1,25.1,11.8069,10.6844,10.017,14.9975,16.1353,11.8973,8.922,10.3147,9.5025,8.357,26.71,10.975,11.3293,10.58,10.4785,13.97,28.99,30.6,52.32,11.2939,20.099,70.15,32.73,18.28,14.4,11.56,55.2,18.2,7.76,9.043,8.09,9.58,10.07,10.24,16.86,9.26,20.23,9.867,6.17,11.04,7.64,20.65,8.04,16.12,23.81,9.36,22.08
2016-08-30,5.392,5.118,18.15,6.97,9.58,9.46,12.1,13.71,9.232,16.24,26.32,16.81,8.89,5.87,11.2,7.53,2.9,12.21,9.6462,14.97,22.29,10.64,9.74,10.02,10.782,13.01,24.89,10.556,10.1156,43.35,25.23,11.7818,10.6851,10.0171,14.9976,16.1354,11.8974,9.019,10.2842,9.4459,8.3072,26.84,10.9172,11.2696,10.65,10.4462,14.09,29.15,30.55,52.76,11.2631,20.113,70.03,32.68,18.25,14.34,11.63,55.49,17.96,7.81,9.035,8.03,9.55,10.03,10.22,16.95,9.23,20.37,9.846,6.13,10.99,7.58,20.57,8.0,16.09,23.78,9.31,21.96
2016-08-31,5.356,5.036,18.2,6.97,9.57,9.45,12.22,13.75,9.226,16.33,26.44,16.92,8.87,5.82,11.14,7.47,2.91,12.2,9.6481,14.892,22.09,10.6,9.73,9.99,10.723,13.0,24.81,10.5576,10.1171,43.28,25.16,11.7952,10.6858,10.0171,14.9977,16.1355,11.8975,9.041,10.2911,9.4441,8.3056,26.78,10.9353,11.2883,10.76,10.4523,13.95,29.16,30.49,52.92,11.2796,20.028,69.67,32.53,18.17,14.32,11.72,55.55,17.38,7.81,9.031,8.0,9.55,10.01,10.26,16.95,9.23,20.39,9.89,6.13,11.04,7.58,20.54,8.04,16.15,23.44,9.341,21.85
2016-09-01,5.342,4.972,18.22,6.97,9.54,9.44,12.07,13.72,9.208,16.15,26.28,16.98,8.9,5.87,11.15,7.53,2.9,12.17,9.6513,14.926,21.89,10.58,9.75,9.99,10.744,12.9,24.53,10.5572,10.1167,43.0,24.94,11.8168,10.6865,10.0172,14.9978,16.1356,11.8976,9.051,10.3018,9.4589,8.3187,26.61,10.9672,11.3212,10.81,10.4643,13.8,29.14,30.33,52.86,11.3089,19.897,69.06,32.25,18.28,14.33,11.66,55.55,16.91,7.77,9.032,8.03,9.55,10.03,10.26,16.91,9.23,20.41,9.897,6.15,11.05,7.61,20.53,8.05,16.15,23.24,9.244,21.81
2016-09-02,5.458,5.018,18.11,6.92,9.54,9.41,12.21,13.74,9.191,16.26,26.33,17.0,8.9,5.89,11.25,7.56,2.91,12.24,9.6418,15.018,21.89,10.51,9.79,9.89,10.822,12.75,24.5,10.5633,10.1226,42.59,24.69,11.9329,10.6872,10.0174,14.9979,16.1357,11.8977,9.108,10.2786,9.4732,8.3312,26.56,11.0436,11.4001,10.88,10.4353,13.89,28.9,30.31,52.87,11.3996,19.905,69.35,32.36,18.17,14.34,11.49,54.95,17.32,7.64,9.095,8.09,9.61,10.05,10.36,16.76,9.29,20.33,9.967,6.2,11.12,7.67,20.56,8.1,16.3,23.24,9.318,21.98
2016-09-05,5.384,,,6.91,9.56,9.38,12.22,13.75,9.215,16.27,26.12,16.75,8.91,5.94,11.43,7.62,2.93,12.26,,15.177,22.21,10.65,9.84,9.97,11.005,12.9,24.75,10.5599,10.1193,43.03,24.93,12.0098,10.6893,,14.9981,16.1361,11.8979,,10.2214,9.4396,8.3017,26.83,11.0565,11.4134,,10.3825,14.05,29.25,30.7,52.93,11.4842,20.14,70.26,32.77,18.06,,11.55,55.39,17.28,7.69,,,,,10.44,16.91,,20.44,10.063,6.22,11.16,7.69,,8.12,,23.95,9.345,
2016-09-06,5.561,4.955,18.01,6.97,9.64,9.45,12.22,13.85,9.319,16.4,26.19,16.58,8.96,5.96,11.5,7.65,2.95,12.32,9.5545,15.261,22.5,10.75,9.97,10.06,11.099,12.99,25.07,10.5549,10.1145,43.33,25.15,12.0407,10.69,10.0178,14.9982,16.1361,11.898,9.211,10.2113,9.4696,8.3281,27.17,11.0793,11.4369,11.01,10.378,14.18,29.5,31.03,53.0,11.5424,20.336,71.02,33.13,18.04,14.29,11.68,55.74,17.46,7.79,9.181,8.24,9.61,10.05,10.43,17.05,9.29,20.59,10.077,6.24,11.14,7.73,20.47,8.11,16.33,24.42,9.407,21.99
2016-09-07,,5.023,17.98,6.9,9.63,9.4,12.14,13.78,9.313,16.29,26.15,16.4,9.0,5.95,11.52,7.64,2.95,12.31,9.501,15.217,22.56,10.7,9.91,9.96,11.127,13.05,25.1,10.5566,10.1161,43.58,25.36,12.0349,10.6906,10.0161,14.9983,16.1363,11.8981,9.103,10.163,9.434,8.2967,27.23,11.0198,11.3755,10.87,10.3277,14.25,29.75,31.36,53.07,11.5435,20.51,71.82,33.49,18.04,14.25,11.82,56.02,17.72,7.87,9.189,8.21,9.56,10.01,10.4,17.21,9.25,20.68,10.052,6.22,11.05,7.69,20.37,8.05,16.3,24.99,9.355,21.92
2016-09-08,5.509,5.127,18.04,6.93,9.64,9.41,12.18,13.87,9.312,16.26,26.19,16.42,9.06,5.99,11.59,7.69,2.97,12.33,9.5158,15.308,22.58,10.74,9.91,10.0,11.178,13.08,25.23,10.5591,10.1186,43.68,25.42,12.0306,10.6913,10.0162,14.9985,16.1364,11.8982,9.122,10.1674,9.4043,8.2706,27.42,11.0178,11.3735,10.91,10.3303,14.32,29.81,31.33,53.24,11.5245,20.525,71.65,33.43,18.05,14.25,11.87,56.07,18.36,7.9,9.161,8.16,9.55,10.0,10.42,17.2,9.23,20.69,10.061,6.22,11.08,7.69,20.34,8.07,16.29,24.87,9.3,21.79
2016-09-09,5.257,5.096,18.55,6.9,9.59,9.4,12.1,13.89,9.238,16.31,26.24,16.63,9.13,5.99,11.64,7.7,2.96,12.32,9.584,15.456,22.3,10.61,9.86,9.92,11.206,13.0,25.11,10.5589,10.1023,43.36,25.24,11.9585,10.692,10.0164,14.9986,16.1365,11.8982,9.056,10.2156,9.3949,8.2424,27.21,11.0003,11.4018,10.84,10.38,14.16,29.62,30.94,53.06,11.4261,20.305,70.6,32.96,18.21,14.23,11.81,55.83,17.8,7.86,8.978,8.13,9.43,9.95,10.55,17.15,9.11,20.55,10.161,6.25,11.27,7.75,20.01,8.19,16.19,24.2,9.163,20.81
2016-09-10,,,,,,,,,,,,16.94,9.14,5.99,,7.71,,,,,22.02,,,,,12.76,24.74,,,42.74,24.87,,,,14.9987,16.1366,11.8983,,,9.4087,8.2545,26.77,,,,,13.97,29.11,30.52,52.52,,20.036,69.79,32.56,,,11.62,54.91,,7.68,,,,,,16.85,,20.21,,,,,,,,23.31,,
2016-09-12,5.386,5.11,18.27,6.83,9.44,9.33,11.61,13.75,9.109,16.06,,17.04,9.0,5.93,11.24,7.63,2.91,12.14,9.6471,15.043,21.74,10.37,9.71,9.78,10.836,12.64,24.5,10.5352,10.0797,42.32,24.62,,10.6941,10.0168,14.9989,16.1368,11.8985,8.967,10.2749,9.4608,8.3002,26.56,,,10.69,10.4657,13.9,28.94,30.16,52.18,,19.81,68.87,32.16,18.63,14.27,11.58,54.49,17.97,7.6,8.974,8.07,9.51,10.0,10.39,16.74,9.17,20.04,10.024,6.22,11.19,7.71,20.44,8.13,16.18,22.99,,21.6
2016-09-13,5.128,5.054,18.51,6.83,9.48,9.36,11.65,13.74,9.145,16.01,25.93,17.03,8.89,5.91,11.21,7.6,2.91,12.09,9.6442,14.978,21.77,10.41,9.67,9.81,10.792,12.59,24.33,10.5388,10.0831,42.29,24.54,11.863,10.6948,10.017,14.999,16.1369,11.8986,,10.2676,9.3678,8.2186,26.47,10.9888,11.39,,10.4555,13.84,28.94,30.2,51.94,11.3437,19.803,68.93,32.17,18.6,14.21,11.51,54.2,17.65,7.55,8.86,8.06,9.39,9.92,10.32,16.67,9.05,19.95,9.947,6.16,11.1,7.63,20.11,8.07,16.02,23.06,9.061,20.98
2016-09-14,5.098,4.991,18.59,6.8,9.43,9.34,11.47,13.69,9.127,15.92,25.75,17.08,8.85,5.93,11.14,7.63,2.89,12.09,9.6389,14.937,21.71,10.36,9.67,9.79,10.768,12.56,24.17,10.5172,10.0624,42.36,24.58,11.7994,10.6955,10.0171,14.9991,16.1371,11.8987,8.982,10.277,9.3681,8.2189,26.48,10.9624,11.3625,10.69,10.4872,13.75,29.2,30.11,51.68,11.3224,19.73,68.49,31.99,18.72,14.2,11.53,54.09,17.27,7.52,8.85,8.07,9.37,9.91,10.35,16.7,9.03,19.85,10.007,6.16,11.16,7.63,20.09,8.11,15.99,22.9,8.954,20.8
2016-09-19,5.192,4.995,18.36,6.81,9.53,9.37,11.71,13.72,9.223,15.93,25.73,16.55,8.94,6.01,11.37,7.72,2.92,12.13,9.5669,15.134,22.51,10.48,9.78,9.83,10.993,12.91,24.79,10.5139,10.0592,43.42,25.19,11.8719,10.6991,10.0179,14.9996,16.1377,11.8991,8.959,10.1983,9.286,8.1468,27.02,10.9487,11.3483,10.7,10.4136,14.06,29.94,31.2,52.24,11.3942,20.299,70.98,33.09,18.48,14.12,11.68,55.37,17.21,7.69,8.926,8.01,9.38,9.87,,17.04,9.04,20.28,,,,,20.06,,15.99,24.4,9.274,21.07
2016-09-20,5.233,4.996,18.36,6.78,9.51,9.3,11.64,13.62,9.185,15.89,25.59,16.58,8.88,5.98,11.41,7.69,2.91,12.1,9.5418,15.109,22.46,10.47,9.76,9.78,11.004,12.93,24.89,10.5326,10.0772,43.43,25.18,11.9229,10.6998,10.018,14.9997,16.1378,11.8992,8.905,10.1644,9.2757,8.1378,27.05,10.9398,11.3392,10.69,10.3613,14.07,29.97,31.21,52.38,11.4151,20.31,71.03,33.11,18.51,14.1,11.7,55.54,17.2,7.66,8.918,8.0,9.35,9.85,10.05,17.12,9.01,20.36,9.697,6.0,10.71,7.43,20.01,7.78,15.98,24.31,9.245,20.99
2016-09-21,5.382,5.027,18.16,6.82,9.56,9.39,11.57,13.69,9.249,15.9,25.66,16.47,9.08,6.08,11.45,7.81,2.91,12.18,9.5611,15.217,22.58,10.49,9.89,9.83,11.061,12.99,25.12,10.524,10.069,43.51,25.28,11.956,10.7006,10.0182,14.9998,16.1379,11.8993,8.967,10.1967,9.3388,8.1931,27.26,11.0139,11.4159,10.75,10.4034,14.13,30.07,31.39,52.54,11.4694,20.435,71.45,33.32,18.57,14.18,11.76,55.81,17.45,7.71,9.001,8.08,9.46,9.96,10.26,17.15,9.11,20.42,9.923,6.12,10.98,7.59,20.27,7.98,16.18,24.62,9.366,21.52
2016-09-22,5.409,5.108,18.05,6.84,9.6,9.4,11.71,13.73,9.267,16.04,25.81,16.43,9.08,6.09,11.51,7.83,2.93,12.3,9.5522,15.255,22.56,10.53,9.94,9.84,11.099,13.0,25.07,10.5469,10.0908,43.53,25.34,12.0363,10.7013,10.0183,14.9999,16.138,11.8994,9.054,10.1886,9.3511,8.2039,27.26,11.0551,11.4586,10.88,10.3734,14.13,30.15,31.41,52.5,11.5233,20.453,71.57,33.38,18.42,14.25,11.78,55.8,17.77,7.71,9.054,8.17,9.5,10.0,,17.21,9.16,20.41,,,,,20.38,,16.21,24.73,9.469,21.75
2016-09-23,5.332,5.016,18.13,6.79,9.6,9.38,11.61,13.66,9.269,15.91,25.74,16.34,9.05,6.04,11.47,7.77,2.92,12.27,9.5311,15.173,22.69,10.47,9.85,9.76,11.063,13.0,25.14,10.5486,10.0925,43.65,25.4,11.995,10.702,10.0185,15.0,16.1382,11.8994,8.986,10.1729,9.3039,8.1625,27.38,10.9984,11.3999,10.87,10.3564,14.2,30.26,31.61,52.79,11.4899,20.556,72.06,33.61,18.53,14.22,11.83,56.0,17.23,7.71,9.029,8.15,9.46,9.95,10.21,17.22,9.11,20.53,9.86,6.09,10.87,7.54,20.26,7.9,16.11,25.04,9.446,21.54
2016-09-26,5.3,5.077,18.32,6.72,9.45,9.26,11.26,13.58,9.119,15.72,25.53,16.49,8.96,5.98,11.31,7.69,2.89,12.17,9.5625,15.003,22.5,10.32,9.75,9.65,10.904,12.84,24.98,10.5566,10.1001,43.17,25.14,12.0382,10.7043,10.0189,15.0004,16.1385,11.8997,8.937,10.2076,9.3342,8.1891,27.2,11.0673,11.4713,10.82,10.3861,14.06,30.05,31.2,52.57,11.5243,20.355,71.09,33.18,18.85,14.22,11.8,55.53,17.69,7.63,8.957,8.17,9.41,9.94,10.1,17.08,9.07,20.42,9.749,6.04,10.79,7.48,20.18,7.84,16.02,24.54,9.437,21.24
2016-09-29,5.28,5.134,18.21,6.79,9.48,9.28,11.49,13.61,9.163,15.81,25.52,16.31,9.05,6.08,11.43,7.82,2.9,12.25,9.5399,15.16,22.76,10.43,9.79,9.75,11.045,12.89,25.17,10.547,10.091,43.34,25.2,12.0234,10.7065,10.0194,15.0007,16.1389,11.9,8.755,10.1922,9.3118,8.1695,27.34,11.047,11.4502,10.55,10.3819,14.2,30.34,31.5,52.81,11.531,20.534,71.91,33.53,18.63,14.21,11.81,55.84,18.12,7.67,8.987,8.06,9.42,9.91,10.16,17.17,9.08,20.61,9.82,6.1,10.84,7.56,20.14,7.88,16.06,25.09,9.606,21.34
2016-09-30,5.279,5.124,18.1,6.83,9.51,9.31,11.39,13.6,9.192,15.79,25.51,16.52,8.9,6.0,11.25,7.72,2.9,12.18,9.5431,14.912,22.49,10.48,9.69,9.79,10.861,12.88,24.98,10.5511,10.0949,43.22,25.09,11.9884,10.7072,10.0196,15.0008,16.139,11.9001,8.837,10.1918,9.3268,8.1827,27.15,11.0101,11.412,10.71,10.3781,14.0,30.19,31.13,52.98,11.4888,20.293,70.9,33.07,18.68,14.22,11.79,55.69,18.26,7.68,8.995,8.0,9.43,9.91,10.16,17.09,9.09,20.63,9.814,6.07,10.83,7.52,20.27,7.88,16.06,24.4,9.415,21.54
2016-10-03,5.444,5.149,18.15,,,,,,,15.79,,16.41,8.96,6.04,11.35,7.77,,12.23,9.5327,15.024,22.61,,9.79,,10.955,12.95,25.11,10.5485,10.0923,43.54,25.27,12.0748,10.7093,10.0201,15.0011,16.1394,11.9003,8.989,10.1737,9.3304,8.1858,27.25,11.0726,11.4767,10.96,10.3644,14.02,30.27,31.44,53.29,11.5673,20.441,71.59,33.39,,14.18,11.91,56.05,18.47,7.72,8.974,7.98,9.4,9.88,10.16,17.11,9.06,20.78,9.807,6.05,10.82,7.5,20.18,7.86,16.09,24.76,9.666,21.38
2016-10-04,5.361,5.176,18.22,,,,,,,15.88,,16.3,8.98,6.08,11.44,7.81,,12.28,9.538,15.117,22.79,,9.81,,11.017,13.04,25.2,10.5536,10.0973,43.66,25.33,12.0499,10.7101,10.0202,15.0012,16.1395,11.9004,9.005,10.1602,9.2727,8.1352,27.38,11.0307,11.4333,10.96,10.3472,14.11,30.46,31.63,53.08,11.5173,20.573,72.05,33.59,,14.15,11.92,56.2,18.5,7.76,8.928,7.71,9.36,9.85,10.14,17.13,9.02,20.76,9.767,6.04,10.78,7.48,20.1,7.83,15.92,25.09,9.617,21.22
2016-10-05,5.497,5.22,18.16,,,,,,,15.75,,16.33,9.04,6.1,11.47,7.84,,12.3,9.5455,15.153,22.8,,9.83,,11.035,12.97,25.13,10.5534,10.0971,43.52,25.34,12.0608,10.7108,10.0204,15.0013,16.1396,11.9005,8.998,10.1596,9.269,8.132,27.31,11.0402,11.4432,10.99,10.3475,14.07,30.51,31.59,53.0,11.5184,20.527,71.91,33.52,,14.15,11.87,56.01,18.77,7.72,8.91,7.71,9.34,9.86,10.14,17.12,9.0,20.69,9.761,6.04,10.78,7.48,20.22,7.84,15.99,25.01,9.517,21.41
2016-10-06,5.525,5.217,18.13,,,,,,,16.01,,16.29,9.04,6.16,11.56,7.92,,12.32,9.5554,15.261,22.72,,9.88,,11.102,13.0,25.09,10.5538,10.0974,43.53,25.27,12.076,10.7116,10.0206,15.0014,16.1397,11.9006,8.957,10.1577,9.2594,8.1235,27.32,11.0517,11.4551,10.94,10.346,14.05,30.49,31.66,53.27,11.5186,20.558,72.0,33.56,,14.15,11.95,56.1,18.9,7.75,8.889,7.61,9.33,9.86,10.16,17.16,8.99,20.83,9.764,6.04,10.79,7.48,20.24,7.85,16.04,25.09,9.489,21.48
2016-10-07,5.587,5.197,18.23,,,,,,,16.01,,16.3,9.06,6.14,11.52,7.9,,12.3,9.579,15.243,22.67,,9.87,,11.062,12.92,25.04,10.558,10.1015,43.25,25.14,12.0614,10.7123,10.0207,15.0015,16.1398,11.9006,8.97,10.1849,9.2772,8.1392,27.26,11.0634,11.4672,11.01,10.3702,13.98,30.51,31.57,53.13,11.5027,20.537,71.89,33.52,,14.17,11.89,55.75,18.78,7.68,8.851,7.6,9.31,9.87,10.08,17.1,8.98,20.8,9.682,6.02,10.73,7.46,20.21,7.8,16.09,25.08,9.442,21.3
2016-10-11,5.643,5.255,18.37,6.94,9.66,9.45,11.81,13.74,9.259,16.19,25.96,16.41,9.06,6.14,11.42,7.89,2.93,12.26,9.6201,15.128,22.6,10.57,9.81,9.87,10.932,12.66,24.84,10.5643,10.1075,42.47,24.61,12.0173,10.7154,10.0214,15.0019,16.1403,11.901,,10.2016,9.2194,8.0884,27.05,11.0345,11.4373,,10.384,13.94,29.91,31.43,52.21,11.4243,20.435,71.8,33.45,18.4,14.17,11.69,54.64,18.92,7.47,8.819,7.62,9.32,9.86,10.13,16.85,8.98,20.47,9.704,6.02,10.8,7.45,20.18,7.85,16.08,24.83,9.415,21.15
2016-10-12,,5.205,18.39,6.97,9.64,9.44,11.69,13.72,9.243,16.09,25.82,16.28,8.96,6.1,11.35,7.86,2.92,12.21,9.6251,15.06,22.62,10.62,9.77,9.93,10.878,12.66,24.93,10.5584,10.0858,42.55,24.62,12.0054,10.7162,10.0216,15.002,16.1404,11.9011,,10.2078,9.2234,8.0719,27.05,11.0325,11.4818,,10.3967,14.07,29.74,31.62,52.36,11.418,20.522,72.23,33.65,18.47,14.16,11.68,54.73,18.77,7.47,8.773,7.61,9.31,9.84,10.07,16.88,8.94,20.52,9.652,5.95,10.75,7.39,20.18,7.79,16.02,25.26,9.422,21.08
2016-10-13,5.709,5.259,18.46,6.97,9.63,9.46,11.66,13.68,9.222,16.06,25.9,16.38,8.98,6.09,11.23,7.84,2.91,12.14,9.6652,14.939,22.59,10.6,9.71,9.94,10.745,12.61,24.82,10.5704,10.0973,42.46,24.62,12.0155,10.717,10.0218,15.0021,16.1405,11.9011,8.885,10.2485,9.2854,8.1262,26.88,11.0732,11.5242,10.89,10.427,13.93,29.55,31.47,52.15,11.4129,20.439,71.92,33.48,18.54,14.22,11.62,54.65,18.88,7.43,8.77,7.63,9.34,9.87,10.07,16.81,8.97,20.4,9.643,5.97,10.78,7.42,20.2,7.82,16.06,24.92,9.423,21.04
2016-10-14,5.7,5.257,18.43,6.91,9.63,9.43,11.87,13.62,9.216,16.07,25.94,16.44,8.99,6.07,11.32,7.82,2.91,12.15,9.6384,15.006,22.4,10.48,9.72,9.79,10.824,12.45,24.6,10.5727,10.0995,41.85,24.24,12.0056,10.7177,10.0219,15.0022,16.1406,11.9012,8.87,10.2173,9.2489,8.0942,26.66,11.0281,11.4772,10.95,10.3938,13.89,29.29,31.26,51.7,11.3979,20.33,71.64,33.33,18.41,14.17,11.45,53.96,18.81,7.29,8.778,7.62,9.32,9.84,10.06,16.76,8.96,20.21,9.624,5.95,10.73,7.38,20.13,7.78,16.02,24.76,9.503,21.01
2016-10-17,5.804,5.265,18.49,6.88,9.58,9.39,11.6,13.61,9.154,16.04,25.77,16.44,9.04,6.07,11.27,7.82,2.9,12.15,9.6688,14.961,22.46,10.41,9.76,9.75,10.758,12.52,24.7,10.5833,10.1097,41.93,24.31,12.0269,10.7201,10.0225,15.0025,16.141,11.9015,8.805,10.2442,9.2708,8.1134,26.71,11.0656,11.5162,10.91,10.413,13.86,29.41,31.31,52.15,11.4014,20.358,71.59,33.31,18.64,14.21,11.53,54.27,18.79,7.33,8.76,7.63,9.33,9.86,10.16,16.9,8.97,20.41,9.702,6.0,10.85,7.45,20.15,7.87,16.1,24.72,9.55,20.99
2016-10-18,5.906,5.234,18.36,6.94,9.67,9.46,11.97,13.66,9.246,16.02,25.94,16.34,9.08,6.14,11.42,7.91,2.92,12.23,9.6381,15.124,22.62,10.5,9.84,9.81,10.91,12.53,24.82,10.5859,10.1121,42.26,24.55,12.0284,10.7209,10.0226,15.0026,16.1411,11.9016,8.956,10.2201,9.2842,8.1251,26.88,11.0383,11.4879,11.07,10.3867,13.98,29.45,31.4,52.15,11.4096,20.451,71.99,33.5,18.28,14.2,11.61,54.24,18.87,7.37,8.838,7.67,9.39,9.88,10.21,16.98,9.02,20.43,9.762,6.02,10.89,7.47,20.12,7.89,16.21,25.02,9.598,21.05
2016-10-19,5.888,5.265,18.31,6.87,9.64,9.39,11.86,13.59,9.228,16.02,25.93,16.25,9.03,6.13,11.4,7.89,2.92,12.21,9.5923,15.034,22.77,10.47,9.81,9.74,10.897,12.58,24.9,10.5873,10.1134,42.31,24.65,12.0316,10.7217,10.0228,15.0027,16.1412,11.9017,8.917,10.1814,9.2714,8.1139,26.92,10.9951,11.4429,11.03,10.3441,14.01,29.72,31.58,52.23,11.4194,20.586,72.61,33.76,18.41,14.18,11.66,54.5,19.15,7.39,8.845,7.71,9.35,9.86,10.29,17.09,8.98,20.5,9.843,6.02,10.92,7.48,20.18,7.92,16.23,25.35,9.525,21.18
2016-10-20,5.968,5.223,18.32,6.87,9.67,9.42,11.89,13.58,9.249,15.99,25.94,16.2,9.02,6.12,11.44,7.88,2.91,12.21,9.5961,15.076,22.81,10.51,9.82,9.77,10.923,12.61,24.9,10.5931,10.119,42.43,24.7,12.0078,10.7225,10.023,15.0028,16.1413,11.9018,8.93,10.1782,9.2359,8.0828,26.95,10.9638,11.4104,11.02,10.336,14.02,29.82,31.65,52.77,11.3826,20.644,72.86,33.85,18.37,14.17,11.69,54.49,18.84,7.42,8.828,7.7,9.34,9.86,10.53,17.1,8.97,20.69,10.062,6.13,11.17,7.62,20.16,8.1,16.25,25.51,9.469,21.15
2016-10-21,5.993,5.268,18.36,6.83,9.62,9.37,12.06,,9.168,,,16.22,9.05,,,,,12.23,,,22.85,,,,,12.6,24.89,,,42.42,24.7,12.039,,,15.0029,16.1415,11.9018,8.936,,9.2413,8.0876,26.95,10.9886,11.4361,11.03,,14.02,29.73,31.63,52.71,11.3722,20.616,72.68,33.77,18.35,14.2,11.68,54.57,19.04,7.41,8.825,7.7,9.36,9.87,10.64,17.06,8.99,20.7,10.124,6.14,11.27,7.63,20.23,8.18,16.21,25.44,9.485,21.16
2016-10-24,6.047,5.254,18.27,6.86,9.67,9.41,12.51,13.63,9.201,16.27,26.48,16.14,9.05,6.2,11.61,7.98,2.93,12.29,9.6433,15.294,22.85,10.54,9.93,9.79,11.028,12.67,24.89,10.6177,10.1425,42.54,24.73,12.1023,10.7257,10.0237,15.0033,16.1418,11.9021,8.96,10.1979,9.276,8.1179,27.0,11.0458,11.4957,11.07,10.335,13.98,29.73,31.81,52.93,11.4124,20.655,72.94,33.9,18.04,14.23,11.64,54.98,19.06,7.44,8.825,7.68,9.38,9.91,10.71,17.06,9.01,20.74,10.172,6.17,11.35,7.67,20.31,8.23,16.24,25.67,9.525,21.34
2016-10-25,6.033,5.219,18.32,6.88,9.69,9.42,12.31,13.63,9.222,16.21,26.33,16.03,9.07,6.2,11.61,7.99,2.93,12.27,9.6231,15.279,23.05,10.58,9.93,9.82,11.04,12.73,25.13,10.6097,10.1349,42.67,24.81,12.1244,10.7265,10.0238,15.0034,16.1419,11.9022,8.933,10.1806,9.2776,8.1194,27.1,11.0556,11.5059,11.08,10.3261,14.05,29.79,32.06,53.27,11.4466,20.794,73.54,34.17,18.16,14.2,11.69,55.28,18.87,7.45,8.839,7.74,9.37,9.88,10.7,17.12,9.0,20.85,10.181,6.18,11.33,7.68,20.2,8.22,16.27,26.04,9.481,21.19
2016-10-26,5.98,5.204,18.34,6.83,9.63,9.33,12.09,13.56,9.157,16.08,26.21,16.1,9.12,6.18,11.52,7.96,2.92,12.17,9.6057,15.116,23.0,10.56,9.82,9.76,10.942,12.77,23.71,10.6095,10.1347,42.64,24.7,12.0913,10.7273,10.024,15.0035,16.142,11.9023,8.819,10.1476,9.235,8.082,27.03,10.9898,11.4374,10.98,10.2934,14.01,29.82,31.94,53.22,11.3994,20.733,73.32,34.06,18.3,14.16,11.73,55.4,18.56,7.49,8.806,7.69,9.32,9.83,10.79,17.07,8.95,20.82,10.251,6.19,11.39,7.68,20.14,8.26,16.21,25.82,9.392,21.09
